category	country	country_short	lang	lang_short	name	region	subject	text	type	url	lat	lon
National	Poland	PL	Polish	pl	rzeczpospolita	European Union	General News	Rzeczpospolita	webnews	http://www.rp.pl/	52.0189912	19.19558554308718
National	Hungary	HU	Hungarian	hu	nytud	European Union	General News	nytud	webnews	http://www.nytud.hu/	47.1817585	19.5060937
National	Finland	FI	Finnish	fi	hs	European Union	General News	HS - Helsingin Sanomat	webnews	https://www.hs.fi/	63.2467777	25.9209164
National	United Kingdom	GB	English	en	spiked-online	Europe Other	General News	spiked - humanity is underrated	webnews	https://www.spiked-online.com/	54.702354500000006	-3.2765752999999997
National	Georgia	GE	English	en	civil-en	Asia	General News	Civil (English)	webnews	https://civil.ge/	41.6809707	44.02873820000001
Local	Italy	IT	Italian	it	lanotiziagiornale	European Union	General News	LA NOTIZIA	webnews	http://www.lanotiziagiornale.it/	40.8356722	14.209795300000001
National	Sweden	SE	Swedish	sv	skatteverket	European Union	General News	Skatteverket	webnews	http://www.skatteverket.se/privat.4.76a43be412206334b89800052864.html	59.4061708	17.948617499999997
National	Italy	IT	Italian	it	avvenire	European Union	General News	Avvenire	webnews	https://www.avvenire.it/	45.4934652	9.1986291
National	Sweden	SE	Swedish	sv	hd	European Union	General News	Helsingborgs Dagblad	webnews	http://www.hd.se/	59.67497120000001	14.5208584
National	Netherlands	NL	Dutch	nl	mr-online-nl	European Union	General News	Website voor juristen - Mr. Online	webnews	https://www.mr-online.nl/	52.500169799999995	5.7480820999999995
National	United Kingdom	GB	English	en	nature-npjcleanwater	Europe Other	General News	Nature - npj Clean Water	webnews	https://www.nature.com/npjcleanwater/	54.702354500000006	-3.2765752999999997
National	Sweden	SE	Swedish	sv	teaterforbundet	European Union	General News	teaterforbundet	webnews	http://teaterforbundet.se/	59.67497120000001	14.5208584
National	Russia	RU	Russian	ru	krpress	Asia	General News	krpress	webnews	http://krpress.ru/	64.6863136	97.7453061
National	Poland	PL	Polish	pl	gu	European Union	General News	Gazety Ubezpieczeniowej	webnews	http://www.gu.com.pl/	52.0189912	19.19558554308718
National	Belarus	BY	Russian	ru	gs	Europe Other	General News	Gazeta Slonimskaya	webnews	https://www.gs.by/	53.4250605	27.6971358
National	USA	US	English	en	fremonttribune	North America	General News	Fremont Tribune	webnews	http://fremonttribune.com/	39.7837304	-100.4458825
National	USA	US	Spanish	es	gk	North America	General News	Gkillcity	webnews	https://gk.city/	39.7837304	-100.4458825
Regional	Netherlands	NL	Dutch	nl	bndestem	European Union	General News	BN DeStem	webnews	https://www.bndestem.nl/	51.5296813	4.4526905
Local	Sweden	SE	Swedish	sv	gd	European Union	General News	gd	webnews	http://gd.se/	55.59347185	14.179165
National	Finland	FI	Finnish	fi	Aamulehti-fi	European Union	General News	Aamulehti	webnews	https://www.aamulehti.fi/	61.500865299999994	23.7594651
National	Georgia	GE	Georgian	ka	for	Asia	General News	kvira	webnews	http://www.for.ge/	42.7565339	42.1440614
National	Hungary	HU	Hungarian	hu	fn	European Union	General News	FN - Friss hírek - Tiszta tartalom	webnews	https://24.hu/	47.1817585	19.5060937
Regional	Italy	IT	Italian	it	italpress	European Union	General News	italpress	webnews	http://www.italpress.com/	42.6384261	12.674297
National	United Kingdom	GB	English	en	mining-technology	Europe Other	General News	Mining Technology	webnews	https://www.mining-technology.com/	54.702354500000006	-3.2765752999999997
National	Sweden	SE	Swedish	sv	fof	European Union	General News	Forskning & Framsteg	webnews	http://fof.se/	60.6095289	15.6405294599053
National	Spain	ES	Spanish	es	policia-es	European Union	General News	Policia Nacional	webnews	https://www.policia.es/	39.8755455	-4.036692578180771
National	Albania	AL	Albanian	sq	integrimi	EU Candidate	General News	Gazeta Integrimi	webnews	http://integrimi.al/	41.000028	19.9999619
National	Brazil	BR	Portuguese	pt	veja	South America	General News	Veja	webnews	http://veja.abril.com.br/	-23.502000600000002	-46.6942623
National	Trinidad and Tobago	TT	English	en	Triniad-guardian	South America	General News	The Trinidad Guardian	webnews	https://www.guardian.co.tt/	10.650999250000002	-61.511582179692866
National	Lithuania	LT	Lithuanian	lt	eesc-lt	European Union	General News	ESC - Rytų Europos studijų centras	webnews	http://www.eesc.lt/	55.350000300000005	23.7499997
International	USA	US	English	en	rand	North America	General News	migration NGO3 - RAND	webnews	https://www.rand.org/	39.7837304	-100.4458825
National	Germany	DE	German	de	fnp	European Union	General News	Frankfurter Neue Presse	webnews	https://www.fnp.de/	51.0834196	10.4234469
National	Ukraine	UA	Ukrainian	uk	nas-gov-ua	Europe Other	General News	НАН України : Головна сторінка	webnews	http://www.nas.gov.ua/UA/Pages/default.aspx	49.4871968	31.2718321
National	Ecuador	EC	Spanish	es	pueblosynacionalidades	South America	General News	Consejo Nacional para la Igualdad de Pueblos y Nacionalidades	webnews	http://www.pueblosynacionalidades.gob.ec/	-1.3397668	-79.3666965
National	Russia	RU	Russian	ru	ej	Asia	General News	EJ	webnews	http://ej.ru/xml	64.6863136	97.7453061
Regional	Netherlands	NL	Dutch	nl	ed	European Union	General News	ED	webnews	https://www.ed.nl/	52.35720325	4.9954489082939375
National	Nigeria	NG	English	en	nationalmirroronline	Africa	General News	National Mirror	webnews	https://www.nationalmirroronline.net/	5.557222	5.7628363
National	Nigeria	NG	English	en	pulse	Africa	General News	The Nigerian Institute Of Medical Research	webnews	http://pulse.ng/	9.6000359	7.999972099999999
National	Sweden	SE	Swedish	sv	fmv	European Union	General News	fmv	webnews	https://www.fmv.se/	59.34107215	18.099450496903355
National	Latvia	LV	Latvian	lv	du	European Union	General News	Daugavpils Universitāte	webnews	https://du.lv/	55.86889945	26.515480459707646
National	Cyprus	CY	Modern Greek (1453-)	el	moi-gov-cy	European Union	General News	migration NGO - Asylum Service (statistical data)	webnews	http://www.moi.gov.cy/moi/moiup/moi.nsf/index_gr/index_gr?OpenDocument	34.982301799999995	33.1451285
National	Norway	NO	Norwegian	no	dt	Europe Other	General News	dt - NO	webnews	http://www.dt.no/	63.4317194	10.392674645216
National	North Macedonia	MK	Macedonian	mk	vecer-mk	EU Candidate	General News	vecer	webnews	https://vecer.mk/	41.617121399999995	21.7168387
National	Sweden	SE	Swedish	sv	do	European Union	General News	Diskrimineringsombudsmannen	webnews	http://www.do.se/	59.3635481	18.019688100000003
National	Portugal	PT	Portuguese	pt	dn	European Union	General News	Diário de Notícias	webnews	https://www.dn.pt/	38.724746	-9.148451062438225
National	Slovakia	SK	Slovak	sk	fmg	European Union	General News	FMG	webnews	https://fmg.sk/	48.148026200000004	17.1466568
National	Denmark	DK	Danish	da	df	European Union	General News	Dansk Folkeparti - Danish News	webnews	https://danskfolkeparti.dk/	55.670249	10.333328300000002
National	USA	US	English	en	flaglerlive	North America	General News	FlaglerLive	webnews	http://flaglerlive.com/	39.7837304	-100.4458825
National	Latvia	LV	English	en	stratcomcoe	European Union	General News	stratcomcoe	webnews	https://www.stratcomcoe.org/	56.8406494	24.7537645
National	Croatia	HR	Bosnian	bs	pozeskivodic	European Union	General News	pozeskivodic	webnews	http://pozeskivodic.com/	45.5643442	17.0118954
National	Sweden	SE	Swedish	sv	da	European Union	General News	Dagens Arbete	webnews	http://da.se/	59.67497120000001	14.5208584
National	United Kingdom	GB	English	en	nature-nclimate	Europe Other	General News	Nature - Climate Change	webnews	https://www.nature.com/nclimate/	54.702354500000006	-3.2765752999999997
National	Guinea	GN	French	fr	rtgkoloma	Africa	General News	Radio Television Guineenne	webnews	http://rtgkoloma.info/	10.7226226	-10.7083587
National	USA	US	English	en	cw	North America	General News	Climatewire	webnews	http://www.eenews.net/cw	39.7837304	-100.4458825
Local	Italy	IT	Italian	it	baritoday	European Union	General News	Bari Today	webnews	http://www.baritoday.it/	42.9227805	10.754907800000002
National	Greece	GR	Modern Greek (1453-)	el	rodiaki	European Union	General News	rodiaki	webnews	https://www.rodiaki.gr/	38.995368299999996	21.987713199999998
National	United Kingdom	GB	English	en	thanetgazette	Europe Other	General News	Thanet gazette	webnews	http://www.thanetgazette.co.uk/	54.702354500000006	-3.2765752999999997
Regional	Portugal	PT	Portuguese	pt	tribunadamadeira	European Union	General News	Tribuna da Madeira	webnews	http://www.tribunadamadeira.pt/	32.6804482	-17.1051268
National	Netherlands	NL	Dutch	nl	schuttevaer	European Union	General News	Schuttevaer	webnews	https://www.schuttevaer.nl/nieuws/actueel/	52.716035399999996	6.4443593
National	USA	US	English	en	myrtlebeachonline	North America	General News	myrtlebeachonline	webnews	https://www.myrtlebeachonline.com/	39.7837304	-100.4458825
National	Brazil	BR	Portuguese	pt	apublica	South America	General News	Agência Pública - Truco	webnews	https://apublica.org/	-10.333333300000001	-53.2
International	Belgium	BE	English	en	eacea-erasmus-plus	European Union	General News	EACEA Erasmus +	webnews	https://eacea.ec.europa.eu/erasmus-plus_en	50.6402809	4.666714499999999
National	United Kingdom	GB	English	en	westyorkshire	Europe Other	General News	West Yorkshire	webnews	https://www.westyorkshire.police.uk/	53.7414271	-1.7202003766777243
National	Guatemala	GT	Spanish	es	prensalibre	Central America	General News	Prensa Libre	webnews	http://www.prensalibre.com/	14.53765905	-91.50200485
National	Lebanon	LB	Arabic	ar	almarkazia	Middle East	General News	Almarkazia	webnews	http://www.almarkazia.net/	33.875062899999996	35.843409
National	Georgia	GE	Georgian	ka	bm	Asia	General News	bm	webnews	http://www.bm.ge/ka/	41.6809707	44.02873820000001
National	Sweden	SE	Swedish	sv	SVTSweden	European Union	General News	SVT	webnews	http://www.svt.se/	55.6123841	12.9926315
International	Thailand	TH	Thai	th	khaosodenglish	Asia	General News	khaosodenglish	webnews	http://www.khaosodenglish.com/	14.8971921	100.83273
National	United Kingdom	GB	English	en	nottinghamshire	Europe Other	General News	Nottinghamshire Office of the Police and Crime Commissioner	webnews	http://www.nottinghamshire.pcc.police.uk/Home.aspx	54.702354500000006	-3.2765752999999997
National	Spain	ES	Spanish	es	freshplaza	European Union	General News	freshplaza	webnews	http://www.freshplaza.es/	39.3262345	-4.838064900000001
National	Sweden	SE	Swedish	sv	blekingeposten	European Union	General News	blekingeposten	webnews	http://www.blekingeposten.se/	59.67497120000001	14.5208584
National	Mexico	MX	Spanish	es	cambiodemichoacan	North America	General News	Cambio de Michoacán	webnews	http://www.cambiodemichoacan.com.mx/	22.5000485	-100.0000375
National	Congo, The Democratic Republic of the	CD	French	fr	digitalcongo	Africa	General News	Digitalcongo	webnews	https://www.digitalcongo.net/		
National	USA	US	English	en	kansascity	North America	General News	Kansas City Star	webnews	http://www.kansascity.com/	39.09260385	-94.58068326586887
National	Sweden	SE	Swedish	sv	av	European Union	General News	Arbetsmiljö Verket	webnews	https://www.av.se/	59.67497120000001	14.5208584
National	Finland	FI	Finnish	fi	raja	European Union	General News	Rajavartiolaitoksen tiedotteet	webnews	https://www.raja.fi/	63.2467777	25.9209164
Regional	Netherlands	NL	Dutch	nl	westonline	European Union	General News	Westonline	webnews	http://www.omroepwest.nl	52.500169799999995	5.7480820999999995
National	Sweden	SE	Swedish	sv	vimmerbytidning	European Union	General News	Vimmerby Tidning	webnews	http://www.vimmerbytidning.se/nyheter/	59.67497120000001	14.5208584
National	Colombia	CO	Spanish	es	cronicadelquindio	Central America	General News	Cronica del Quindio	webnews	http://www.cronicadelquindio.com/	4.536861	-75.6621071
National	Norway	NO	Norwegian	no	an	Europe Other	General News	Hovedside	webnews	https://www.an.no	60.5000209	9.099971499999999
Local	Italy	IT	Italian	it	gazzettadimodena	European Union	General News	La Gazzetta di Modena	webnews	http://gazzettadimodena.gelocal.it/modena	42.6384261	12.674297
International	Mexico	MX	Spanish	es	am	North America	General News	Periódico a.m.	webnews	https://www.am.com.mx/	20.5915103	-100.39097
International	USA	US	English	en	al	North America	General News	Alabama	webnews	http://www.al.com/#/0	33.258881699999996	-86.8295337
National	Georgia	GE	English	en	messenger	Asia	General News	messenger	webnews	http://www.messenger.com.ge/	41.6809707	44.02873820000001
National	Netherlands	NL	Dutch	nl	ad	European Union	General News	Algemeendagblad	webnews	https://www.ad.nl/	52.500169799999995	5.7480820999999995
National	Mozambique	MZ	Portuguese	pt	jornalnoticias	Africa	General News	Jornal Notícias	webnews	http://www.jornalnoticias.co.mz/	-19.302232999999998	34.9144977
National	Turkey	TR	Turkish	tr	aa	EU Candidate	General News	Anadolu Ajansı	webnews	http://www.aa.com.tr/	39.933694200000005	32.841079050000005
National	Croatia	HR	Croatian	hr	dnevno	European Union	General News	Dnevno	webnews	http://dnevno.hr/	45.5643442	17.0118954
National	China	CN	Chinese	zh	yule-sohu	Asia	General News	Yule Sohu	webnews	https://yule.sohu.com/	35.000074	104.999927
National	Peru	PE	Spanish	es	americatv	South America	General News	America TV	webnews	http://www.americatv.com.pe/noticias/	-6.897861099999999	-79.841809
Regional	Portugal	PT	Portuguese	pt	jornalnordeste	European Union	General News	Jornal do Nordeste	webnews	http://www.jornalnordeste.com/	40.0332629	-7.889626299999999
National	Thailand	TH	Thai	th	posttoday	Asia	General News	posttoday	webnews	http://www.posttoday.com/	14.8971921	100.83273
National	Romania	RO	Romanian	ro	b1	European Union	General News	B1	webnews	http://www.b1.ro/	44.46367205	26.06125823814689
International	Germany	DE	English	en	spiegel-en	European Union	General News	Spiegel - English	webnews	http://www.spiegel.de/international/	51.0834196	10.4234469
National	Italy	IT	Italian	it	insalutenews	European Union	General News	In salute news	webnews	https://www.insalutenews.it/in-salute/	42.6384261	12.674297
National	Switzerland	CH	English	en	refworld	Europe Other	General News	Refworld	webnews	http://www.refworld.org/	46.7985624	8.231973599999998
National	Turkey	TR	Turkish	tr	sozcu	EU Candidate	General News	Sözcü	webnews	http://www.sozcu.com.tr/	38.959759399999996	34.9249653
International	United Kingdom	GB	English	en	middleeasteye	Europe Other	General News	Middle East Eye	webnews	https://www.middleeastmonitor.com/	52.33504565	1.1336970371089017
National	Israel	IL	Hebrew	he	a7	Middle East	General News	Israel News	webnews	http://www.inn.co.il/	31.531311300000002	34.8667654
National	New Zealand	NZ	English	en	scoop-co-nz	Oceania	General News	Scoop - New Zealand News	webnews	https://www.scoop.co.nz/	-41.5000831	172.83440769999999
National	Sweden	SE	Swedish	sv	fhs	European Union	General News	Försvarshögskolans	webnews	http://www.fhs.se/sv/	59.67497120000001	14.5208584
National	Republic Congo	CG	French	fr	journaldebrazza	Africa	General News	Journal de Brazza	webnews	http://www.journaldebrazza.com/	-0.7264326999999999	15.6419155
National	Sweden	SE	Swedish	sv	svenskhandel	European Union	General News	ttela	webnews	https://www.svenskhandel.se/	59.67497120000001	14.5208584
National	Romania	RO	Romanian	ro	a1	European Union	General News	Antena 1 - Romania	webnews	http://a1.ro/	45.98521289999999	24.6859225
National	Georgia	GE	Georgian	ka	newsportal	Asia	General News	newsportal	webnews	http://newsportal.ge/	41.6809707	44.02873820000001
National	Turkey	TR	Turkish	tr	internethaber	EU Candidate	General News	Internet Haber	webnews	http://www.internethaber.com/	38.959759399999996	34.9249653
National	United Kingdom	GB	English	en	nature-natura-ja	Europe Other	General News	Nature - the journal of antibiotics	webnews	https://www.nature.com/ja/	54.702354500000006	-3.2765752999999997
National	USA	US	English	en	congoresearchgroup	North America	General News	Congo Research Group	webnews	http://congoresearchgroup.org	39.7837304	-100.4458825
National	Poland	PL	Polish	pl	onet-poznan	European Union	General News	poznan	webnews	https://poznan.onet.pl/	52.400663200000004	16.919732591780882
National	Greece	GR	Modern Greek (1453-)	el	patrastimes	European Union	General News	patrastimes	webnews	http://patrastimes.gr/	38.995368299999996	21.987713199999998
National	Brazil	BR	Portuguese	pt	fgv	South America	General News	Fundação  Getulio Vargas	webnews	http://portal.fgv.br/	-23.5599049	-46.653458757314176
National	Germany	DE	German	de	bundesregierung	European Union	General News	Bundesregierung	webnews	https://www.bundesregierung.de/breg-de	52.519179	13.384190846564806
National	United Kingdom	GB	English	en	policyexchange	Europe Other	General News	migration NGO3 - Policy Exchange	webnews	https://policyexchange.org.uk/	54.702354500000006	-3.2765752999999997
National	Austria	AT	English	en	pr-inside	European Union	General News	PR-inside	webnews	http://www.pr-inside.com/	48.1977664	16.363310199999997
Local	Spain	ES	Spanish	es	diarioCordoba	European Union	General News	Diario de Córdoba	webnews	http://www.diariocordoba.com/	39.3262345	-4.838064900000001
National	Sweden	SE	Swedish	sv	automation	European Union	General News	automation	webnews	http://automation.se/	59.6386823	16.589767600000002
National	USA	US	English	en	electrek-co	North America	General News	electrek	webnews	https://electrek.co/	39.7837304	-100.4458825
National	Japan	JP	Japanese	ja	okinawatimes	Asia	General News	Okinawa Times	webnews	http://www.okinawatimes.co.jp/top/	26.2156835	127.67914979999999
National	Russia	RU	Russian	ru	bankir	Asia	General News	Bankir	webnews	http://bankir.ru/rss/news.rss	53.69347140000001	88.1659437
National	Germany	DE	English	en	newenergy	European Union	General News	newenergy	webnews	https://www.newenergy.info/	51.05469179999999	12.6925859
National	Netherlands	NL	Dutch	nl	eenvandaag	European Union	General News	EenVandaag	webnews	https://eenvandaag.avrotros.nl/	52.500169799999995	5.7480820999999995
National	USA	US	English	en	vindy	North America	General News	Vindy	webnews	http://www.vindy.com/	39.7837304	-100.4458825
National	France	FR	English	en	etsi	European Union	General News	European Telecommunications Standards Institute	webnews	http://www.etsi.org/	46.603353999999996	1.8883334999999999
National	Netherlands	NL	Dutch	nl	managementscope	European Union	General News	Managementscope	webnews	http://managementscope.nl/	52.500169799999995	5.7480820999999995
National	Romania	RO	Romanian	ro	dilemaveche	European Union	General News	Dilema Veche	webnews	http://dilemaveche.ro	45.98521289999999	24.6859225
National	Senegal	SN	French	fr	adakar	Africa	General News	adakar	webnews	http://www.adakar.com/	14.475060699999998	-14.452961199999999
National	Italy	IT	Italian	it	tgcom	European Union	General News	TG COM	TVRadio	http://www.tgcom24.mediaset.it/	42.6384261	12.674297
National	Cambodia	KH	English	en	cambodiantimes	Asia	General News	Internet news media	webnews	https://www.cambodiantimes.com/	13.5066394	104.869423
National	Bolivia	BO	Spanish	es	elpaisonline	South America	General News	El Pais Online	webnews	https://elpais.bo/	-17.056869600000002	-64.9912286
National	Estonia	EE	Estonian	et	parnu-postimees	European Union	General News	Pärnu Postimees	webnews	https://parnu.postimees.ee	58.75237779999999	25.3319078
National	Poland	PL	Polish	pl	tokfm	European Union	General News	TokFM	webnews	http://www.tokfm.pl/Tokfm/0,0.html	52.0189912	19.19558554308718
International	Germany	DE	German	de	bioeconomy-de	European Union	General News	BioEconomy Cluster	webnews	http://bioeconomy.de	51.0834196	10.4234469
National	Georgia	GE	Georgian	ka	netgazeti	Asia	General News	netgazeti	webnews	http://netgazeti.ge/	41.7135266	44.7916975
National	Paraguay	PY	Spanish	es	episcopal	South America	General News	Conferencia Episcopal Paraguay	webnews	http://www.episcopal.org.py/	-23.3165935	-58.169344499999994
National	Turkey	TR	Turkish	tr	netgazete	EU Candidate	General News	Netgazete	webnews	http://www.netgazete.com/	38.959759399999996	34.9249653
National	Norway	NO	Norwegian	no	nytid	Europe Other	General News	Ny Tid	webnews	http://www.nytid.no/	60.5000209	9.099971499999999
National	Syria	SY	Arabic	ar	albaath	Middle East	General News	albaath	webnews	http://albaath.news.sy 	35.5330512	35.779721
National	Mexico	MX	Spanish	es	expreso-press	North America	General News	Expreso Press Todo Tamaulipas, Toda la información	webnews	https://expreso.press/	22.5000485	-100.0000375
National	Romania	RO	Romanian	ro	caleaeuropeana	European Union	General News	CaleaEuropeana	webnews	http://www.caleaeuropeana.ro/	45.98521289999999	24.6859225
National	Italy	IT	Italian	it	ennanotizie	European Union	General News	Enna notizie	webnews	http://www.ennanotizie.info/	42.6384261	12.674297
National	North Macedonia	MK	Macedonian	mk	puls24	EU Candidate	General News	puls24	webnews	http://puls24.mk/	41.617121399999995	21.7168387
National	USA	US	English	en	lancasterbee	North America	General News	Lancaster	webnews	https://www.lancasterbee.com/	40.038129999999995	-76.3056686
National	Mexico	MX	Spanish	es	el-mexicano	North America	General News	El Mexicano	webnews	http://www.el-mexicano.com.mx/inicio.htm	27.502	-109.45366670000001
International	USA	US	English	en	fec	North America	General News	fec	TVRadio	https://www.fec.gov/	35.082331499999995	-106.6253010348276
National	Sweden	SE	Swedish	sv	energi-miljo	European Union	General News	energi-miljo	webnews	http://www.energi-miljo.se/	62.64677705	17.933905355895373
National	India	IN	Malayalam	ml	keralakaumudi	Asia	General News	keralakaumudi	webnews	https://keralakaumudi.com/news/	22.3511148	78.6677428
International	USA	US	English	en	enoughblog	North America	General News	The Enough Project	webnews	http://www.enoughproject.org/blog	39.7837304	-100.4458825
Regional	Poland	PL	Polish	pl	naszemiastowroclaw	European Union	General News	wiadomosci wroclaw	webnews	https://wroclaw.naszemiasto.pl/	52.0189912	19.19558554308718
National	Malta	MT	English	en	plumtri-org	European Union	General News	Plumtri	webnews	https://www.plumtri.org/	35.888599299999996	14.4476911
National	Argentina	AR	Spanish	es	laopinion-pergamino	South America	General News	La Opinion de Pergamino	webnews	https://www.laopinionpergamino.com.ar/	-33.892592900000004	-60.57267065153325
National	Syria	SY	Arabic	ar	alwatan-sy	Middle East	General News	Alwatan Newspaper - Syria	webnews	http://alwatan.sy/	34.6401861	39.0494106
National	Poland	PL	English	en	sciendo	European Union	General News	polish journal of entomology	webnews	https://content.sciendo.com/view/journals/pjen/pjen-overview.xml	52.0189912	19.19558554308718
National	Albania	AL	Albanian	sq	shqiptarja	EU Candidate	General News	shqiptarja	webnews	http://shqiptarja.com/home.php	41.000028	19.9999619
National	Sweden	SE	Swedish	sv	polisen-se	European Union	General News	Polisen	webnews	https://polisen.se/	58.29392895	12.308275881888163
National	Greece	GR	Modern Greek (1453-)	el	parapolitikakritis	European Union	General News	parapolitikakritis	webnews	https://www.parapolitikakritis.gr	38.995368299999996	21.987713199999998
National	Italy	IT	Italian	it	helpconsumatori	European Union	General News	Help consumatori	webnews	http://www.helpconsumatori.it/	42.6384261	12.674297
National	Egypt	EG	Arabic	ar	almasryalyoum	Africa	General News	Al Masry Al Youm (Arabic)	webnews	http://www.almasryalyoum.com/	26.254049300000002	29.2675469
National	Spain	ES	Spanish	es	apte	European Union	General News	apte	webnews	https://www.apte.org/	39.3262345	-4.838064900000001
National	Belgium	BE	English	en	eppgroup	European Union	General News	Christian Democrats in the European Parliament	webnews	https://www.eppgroup.eu/	50.6402809	4.666714499999999
National	Slovenia	SI	Slovenian	sl	dolenjskilist	European Union	General News	Dolenjski List	webnews	http://www.dolenjskilist.si/si/	45.813311299999995	14.4808369
Regional	Italy	IT	Italian	it	statoquotidiano	European Union	General News	Stato Quotidiano	webnews	http://www.statoquotidiano.it/	42.6384261	12.674297
National	Montenegro	ME	English	en	mnnews	EU Candidate	General News	mnnews	webnews	https://www.mina.news/feed/	42.4334939	19.278518
National	Belgium	BE	English	en	fch	European Union	General News	Fuel Cells and Hydrogen	webnews	https://www.fch.europa.eu/	50.834806	4.3547208
National	Ireland	IE	English	en	highlandradio	European Union	General News	Highland radio	webnews	http://www.highlandradio.com/	54.97712225	-7.72297380676814
National	Lebanon	LB	French	fr	nna-fr	Middle East	General News	NNA - Official website Liban Beyrouth (Francais)	webnews	http://www.nna-leb.gov.lb/fr	33.875062899999996	35.843409
National	USA	US	English	en	thestrategybridge	North America	General News	The strategy bridge	webnews	https://thestrategybridge.org/	32.8840952	-117.24137209999999
National	Netherlands	NL	Dutch	nl	banken	European Union	General News	Banken	webnews	http://www.banken.nl/	52.177710499999996	4.5032509
National	United Kingdom	GB	Arabic	ar	globalwitness	Europe Other	General News	Global Witness	webnews	https://www.globalwitness.org/en/	54.702354500000006	-3.2765752999999997
National	USA	US	English	en	mlactu	North America	General News	Le site d'actus & infos du monde d'aujourd'hui	webnews	https://www.mlactu.fr/	39.7837304	-100.4458825
National	Canada	CA	English	en	citynews-ca	North America	General News	City News	webnews	http://www.citynews.ca/	49.04172215	-122.27255349013136
National	Canada	CA	French	fr	mondialisation	North America	General News	Global Research	webnews	http://www.mondialisation.ca/	61.0666922	-107.9917071
National	Brazil	BR	Portuguese	pt	cartacapital	South America	General News	Carta Capital	webnews	https://www.cartacapital.com.br/	-10.333333300000001	-53.2
National	Lebanon	LB	English	en	nna-en	Middle East	General News	NNA - Official website Liban Beyrouth (English)	webnews	http://www.nna-leb.gov.lb/en	33.875062899999996	35.843409
National	Poland	PL	Polish	pl	pomorska	European Union	General News	Gazeta Pomorska	webnews	http://www.pomorska.pl/	53.132519499999994	18.01299549711982
National	Nicaragua	NI	English	en	nicaraguahoy	Central America	General News	Nicaragua Hoy	webnews	https://www.nicaraguahoy.info/	12.609015699999999	-85.29369109999999
International	Germany	DE	German	de	faz	European Union	General News	FAZ - Frankfurter Allgemeine Zeitung	webnews	https://www.faz.net/aktuell/	51.0834196	10.4234469
National	Luxemburg	LU	German	de	lessentiel-lu-lb	European Union	General News	L'essentiel Online	webnews	http://www.lessentiel.lu/fr/	49.8158683	6.1296751
National	Israel	IL	Hebrew	he	ynet	Middle East	General News	Ynet	webnews	http://www.ynet.co.il/home/0,7340,L-8,00.html	31.531311300000002	34.8667654
National	Russia	RU	Russian	ru	tiras	Asia	General News	tiras	webnews	http://www.tiras.ru	66.1149421	76.6811536
National	Hungary	HU	Hungarian	hu	dunaujvaros	European Union	General News	dunaujvaros	webnews	https://dunaujvaros.com/	46.9670241	18.939706100000002
National	Turkey	TR	Turkish	tr	cnnturk	EU Candidate	General News	cnn turk	webnews	http://www.cnnturk.com/	38.959759399999996	34.9249653
National	Togo	TG	French	fr	togobreakingnews	Africa	General News	Togo Breaking News - Le meilleur en information !	webnews	https://www.togobreakingnews.info/	8.7800265	1.0199764999999998
National	Estonia	EE	Estonian	et	etml	European Union	General News	Eesti Tõlkemagistrite Liit	webnews	http://www.etml.ee/	58.75237779999999	25.3319078
Regional	Slovakia	SK	Slovak	sk	bratislavskenoviny	European Union	General News	Bratislavské noviny	webnews	https://www.bratislavskenoviny.sk/	48.74115220000001	19.4528646
National	Bulgaria	BG	Bulgarian	bg	bulgaria-news	European Union	General News	Bulgaria News	webnews	http://www.bulgaria-news.bg/	42.6073975	25.4856617
National	France	FR	French	fr	franceculture	European Union	General News	Radio France Culture	webnews	https://www.franceculture.fr/	46.603353999999996	1.8883334999999999
National	USA	US	English	en	intelnewsroom	North America	General News	Intel Newsroom	webnews	https://newsroom.intel.com/	39.7837304	-100.4458825
National	Russia	RU	Russian	ru	yandex-ru	Asia	General News	Yandex news	webnews	https://yandex.ru/	64.6863136	97.7453061
National	USA	US	English	en	phantis	North America	General News	Phantis	webnews	http://www.phantis.com/	39.7837304	-100.4458825
International	USA	US	English	en	nytimes	North America	General News	The New York Times	webnews	https://www.nytimes.com/	40.5190554	-74.34892139199411
National	Spain	ES	English	en	centredelas	European Union	General News	migration NGO - Study Centre for Peace J.M. Delàs (Centre Delàs)	webnews	http://www.centredelas.org/en/	39.3262345	-4.838064900000001
National	Malaysia	MY	English	en	lawyersforliberty	Asia	General News	Lawyers for Liberty	webnews	https://www.lawyersforliberty.org/	4.5693754	102.2656823
National	United Kingdom	GB	English	en	computing	Europe Other	General News	computing	webnews	https://www.computing.co.uk/	51.55796525	-0.38815285590150905
National	Finland	FI	Finnish	fi	ilkka	European Union	General News	Ilkka	webnews	https://www.ilkka.fi/	62.9662874	22.9965203
National	Russia	RU	Russian	ru	gazeta-pravda-ru	Asia	General News	Gazeta Pravda	webnews	http://gazeta-pravda.ru/	64.6863136	97.7453061
International	France	FR	English	en	unesco-uis	European Union	General News	UNESCO Institute for Statistics	webnews	http://uis.unesco.org/	46.603353999999996	1.8883334999999999
National	USA	US	English	en	cincinnati	North America	General News	The Cincinnati Enquirer	webnews	https://www.cincinnati.com/	39.0985572	-84.51520815864023
National	Ukraine	UA	Russian	ru	segodnya	Europe Other	General News	segodnya	webnews	http://www.segodnya.ua/	49.4871968	31.2718321
