category	country	country_short	lang	lang_short	name	region	subject	text	type	url	lat	lon
National	Brazil	BR	Portuguese	pt	clicfolha	South America	General News	Clic Folha	webnews	https://clicfolha.com.br/	-10.333333300000001	-53.2
National	Georgia	GE	English	en	cbw	Asia	General News	cbw	webnews	https://cbw.ge/	41.6809707	44.02873820000001
National	Indonesia	ID	English	en	nationalgeographic-id	Asia	General News	National Geographic Indonesia	webnews	https://nationalgeographic.grid.id/	-2.4833826	117.89028529999999
Local	Italy	IT	Italian	it	newsbiella	European Union	General News	news Biella	webnews	http://www.newsbiella.it	42.6384261	12.674297
National	Italy	IT	English	en	besustainablemagazine	European Union	General News	BE Sustainable	webnews	http://www.besustainablemagazine.com/	42.6384261	12.674297
National	Netherlands	NL	English	en	cbs	European Union	General News	cbs	webnews	https://www.cbs.nl/	50.8936079	5.9703555
National	USA	US	English	en	cbp	North America	General News	cbp	webnews	https://www.cbp.gov/	44.3302901	-75.93671979999999
National	USA	US	English	en	thebureauinvestigates	North America	General News	migration NGO - The Bureau of Investigative Journalism	webnews	https://www.thebureauinvestigates.com/	39.7837304	-100.4458825
Local	Italy	IT	Italian	it	corrieremarittimo	European Union	General News	Corriere Marittimo	webnews	https://www.corrieremarittimo.it	42.6384261	12.674297
National	Ukraine	UA	Russian	ru	vecherniy	Europe Other	General News	Vecherniy	webnews	http://vecherniy.kharkov.ua/	49.4871968	31.2718321
National	Hungary	HU	Hungarian	hu	sztaki	European Union	General News	sztaki	webnews	https://www.sztaki.hu/	47.4775999	19.051648394404896
National	United Kingdom	GB	English	en	nature-npjmatdeg	Europe Other	General News	Nature - npj Materials Degradation	webnews	https://www.nature.com/npjmatdeg/	54.702354500000006	-3.2765752999999997
International	Indonesia	ID	Indonesian	id	antarajateng	Asia	General News	ANTARAJATENG	webnews	http://www.antarajateng.com/	-2.4833826	117.89028529999999
National	Germany	DE	German	de	saarbruecker-zeitung	European Union	General News	Saarbrücker Zeitung	webnews	http://www.saarbruecker-zeitung.de	49.21299665	6.982746050000001
International	USA	US	English	en	cameroonpostline	North America	General News	Cameroon Post line	webnews	http://www.cameroonpostline.com/	39.7837304	-100.4458825
National	Armenia	AM	Armenian	hy	galatv-am	Asia	General News	galatv	webnews	https://galatv.am/hy/	40.7696272	44.6736646
National	Slovakia	SK	Slovak	sk	cas	European Union	General News	ČAS	webnews	https://www.cas.sk/	48.1477115	17.145303600000002
National	Denmark	DK	Danish	da	videnskab	European Union	General News	Nyheder om forskning og videnskab	webnews	https://videnskab.dk/	55.670249	10.333328300000002
National	Ecuador	EC	Spanish	es	confirmado	South America	General News	Asamblea Nacional del Ecuador	webnews	http://www.confirmado.net/	-0.21315720000000002	-78.49883119218853
National	Lithuania	LT	Lithuanian	lt	znadwilii	European Union	General News	Radio Znad Wilii	webnews	http://zw.lt/	55.350000300000005	23.7499997
International	Russia	RU	English	en	carnegie-ru-en	Asia	General News	Carnegie Moscow Center - English	webnews	http://carnegie.ru/?lang=en	64.6863136	97.7453061
National	Italy	IT	Italian	it	finanzaonline	European Union	General News	Finanza online	webnews	https://www.finanzaonline.com/	42.6384261	12.674297
National	Luxemburg	LU	Luxembourgish	lb	tageblatt-lu	European Union	General News	Tageblatt (Luxembourg)	webnews	http://www.tageblatt.lu/	49.8158683	6.1296751
National	Sweden	SE	Swedish	sv	norran	European Union	General News	Norra Västerbotten	webnews	https://www.norran.se/	64.2825306	20.49611410000829
National	Germany	DE	German	de	com-magazin	European Union	General News	Computer magazin	webnews	http://www.com-magazin.de/	49.27403825	6.950921499999998
National	Poland	PL	Polish	pl	biznesalert	European Union	General News	BiznesAlert	webnews	http://biznesalert.pl/	52.0189912	19.19558554308718
National	Ukraine	UA	Russian	ru	lifedon	Europe Other	General News	lifedon	webnews	http://lifedon.com.ua/	49.4871968	31.2718321
National	Denmark	DK	Danish	da	altinget	European Union	General News	altinget	webnews	https://www.altinget.dk/	56.790651000000004	9.332728999999999
National	Germany	DE	German	de	polizei-bayern	European Union	General News	Polizei Bayern	webnews	https://www.polizei.bayern.de/	48.26283170000001	11.427025695003904
National	United Kingdom	GB	English	en	thetelegraphandargus	Europe Other	General News	Bradford Telegraph and Argus	webnews	http://www.thetelegraphandargus.co.uk/	54.702354500000006	-3.2765752999999997
International	USA	US	English	en	unocha	North America	General News	OCHA - Office for the Coordination of Humanitarian Affairs	webnews	http://www.unocha.org	39.7837304	-100.4458825
National	France	FR	French	fr	nationalgeographic-fr	European Union	General News	National geographic France	webnews	https://www.nationalgeographic.fr/	46.603353999999996	1.8883334999999999
National	Italy	IT	Italian	it	terninrete	European Union	General News	Terni in rete	webnews	http://www.terninrete.it/	42.6384261	12.674297
National	Botswana	BW	English	en	thezambezian	Africa	General News	The Zambezian	webnews	https://www.thezambezian.com/	-23.1681782	24.5928742
Regional	United Kingdom	GB	English	en	regionalstudies	Europe Other	General News	Home - RSA Main	webnews	https://www.regionalstudies.org/	53.48086785	-2.240275899930832
National	USA	US	English	en	phys	North America	General News	Phys	webnews	https://phys.org/	44.9753156	-93.23445113385417
National	Russia	RU	Russian	ru	newtimes	Asia	General News	The new times	webnews	http://newtimes.ru/	60.0033103	30.202212300000003
National	Germany	DE	English	en	bosch	European Union	General News	Robert Bosch	webnews	https://www.bosch.com/	48.664062799999996	7.9425927
National	Czech Republic	CZ	English	en	regiony-impuls	European Union	General News	Regionální zprávy	webnews	http://regiony.impuls.cz/	49.816700299999994	15.4749544
National	Kuwait	KW	Arabic	ar	al-seyassah	Middle East	General News	Al-seyassah	webnews	http://al-seyassah.com/	29.2733964	47.4979476
Regional	Italy	IT	Italian	it	primonumero	European Union	General News	Primo Numero	webnews	https://www.primonumero.it/	45.87415670000001	7.402015400000001
National	Denmark	DK	English	en	shippingwatch-en	European Union	General News	ShippingWatch - English	webnews	https://shippingwatch.com/	55.670249	10.333328300000002
National	USA	US	English	en	slashdot	North America	General News	slashdot	webnews	http://slashdot.org	39.7837304	-100.4458825
National	Turkey	TR	Turkish	tr	turkiyegazetesi	EU Candidate	General News	Türkiye Gazetesi	webnews	http://www.turkiyegazetesi.com.tr/	41.286722499999996	27.997638000000002
National	Bulgaria	BG	English	en	focus-news-en	European Union	General News	Focus news (english)	webnews	http://www.focus-fen.net/	42.6073975	25.4856617
National	Brazil	BR	Portuguese	pt	tribunadabahia	South America	General News	Tribuna da Bahia	webnews	http://www.trbn.com.br/	-17.616854500000002	-39.8648791
Regional	Italy	IT	Italian	it	lagazzettadelmezzogiorno	European Union	General News	La Gazzetta del Mezzogiorno	webnews	http://www.lagazzettadelmezzogiorno.it/	41.118495	16.8711221
National	Lithuania	LT	Lithuanian	lt	ukzinios	European Union	General News	ukzinios	webnews	https://www.ukzinios.lt/	55.350000300000005	23.7499997
International	Vietnam	VN	English	en	chinhphu	Asia	General News	VGP News EN	webnews	http://news.chinhphu.vn/	13.2904027	108.42651129999999
National	Croatia	HR	Croatian	hr	poduzetnistvo	European Union	General News	poduzetnistvo	webnews	http://www.poduzetnistvo.org/	45.801151399999995	15.944000099999998
National	Nigeria	NG	English	en	onlinenigeria	Africa	General News	Online Nigeria	webnews	http://www.onlinenigeria.com/uk/	9.6000359	7.999972099999999
National	Sweden	SE	Swedish	sv	laholmstidning	European Union	General News	Laholms Tidning	webnews	https://laholm.lokaltidningen.se/	59.67497120000001	14.5208584
National	Ireland	IE	English	en	longfordleader	European Union	General News	Longford Leader	webnews	http://www.longfordleader.ie/	52.865196	-7.9794599
National	Brazil	BR	Portuguese	pt	capital-sp-gov-br	South America	General News	Prefeitura de São Paulo	webnews	http://www.capital.sp.gov.br/	-23.700522399999997	-46.6971701
National	Ireland	IE	English	en	midlandtribune	European Union	General News	Midland Tribune	webnews	http://www.midlandtribune.ie/	52.865196	-7.9794599
National	Brazil	BR	Portuguese	pt	odocumento	South America	General News	O Documento	webnews	http://www.odocumento.com.br/	-33.737832899999994	-53.3697144
National	Ireland	IE	English	en	eecho	European Union	General News	Evening Echo	webnews	https://www.echolive.ie/	52.865196	-7.9794599
National	Hungary	HU	Hungarian	hu	magyarhirlap	European Union	General News	Magyar Hírlap	webnews	http://magyarhirlap.hu/	47.1817585	19.5060937
National	Poland	PL	Polish	pl	onet	European Union	General News	Onet	webnews	http://www.onet.pl/	50.0806633	19.972639
National	USA	US	Swahili (macrolanguage)	sw	un-news-sw	North America	General News	Idhaa ya Redio ya UM	webnews	https://news.un.org/sw/	39.7837304	-100.4458825
Regional	Italy	IT	English	en	pesarourbinonotizie	European Union	General News	Pesaro Urbino notizie	webnews	http://www.pesarourbinonotizie.it/	42.6384261	12.674297
National	Greece	GR	Modern Greek (1453-)	el	e-enimerosi	European Union	General News	e-enimerosi	webnews	http://www.e-enimerosi.gr/	38.995368299999996	21.987713199999998
National	Sweden	SE	Swedish	sv	vallentunafria	European Union	General News	Vallentunafria	webnews	https://vallentunafria.se/	59.67497120000001	14.5208584
Regional	Spain	ES	Spanish	es	DiarioVasco	European Union	General News	DiarioVasco	webnews	https://www.diariovasco.com/	39.3262345	-4.838064900000001
National	Germany	DE	English	en	fraunhofer	European Union	General News	Fraunhofer	webnews	https://www.fraunhofer.de/en.html	48.137846	11.5859002
National	Netherlands	NL	English	en	citylogistics-info	European Union	General News	CityLogistics - by Walther Ploos van Amstel	webnews	http://www.citylogistics.info/	52.500169799999995	5.7480820999999995
National	Greece	GR	Modern Greek (1453-)	el	elliniki-gnomi	European Union	General News	elliniki-gnomi	webnews	http://www.elliniki-gnomi.eu/	38.995368299999996	21.987713199999998
National	Kosovo	XK	Albanian	sq	zeri	Europe Other	General News	Gazeta Zëri	webnews	http://zeri.info/	42.5869578	20.902123100000004
National	Algeria	DZ	Arabic	ar	liberte-algerie	Africa	General News	Liberté Algérie	webnews	http://www.liberte-algerie.com/	36.7954032	3.2836532999999997
National	USA	US	English	en	gfmd	North America	General News	migration NGO - GFMD Process | Global Forum on Migration and Development	webnews	http://www.gfmd.org	39.7837304	-100.4458825
National	Austria	AT	English	en	bmk-gv-at	European Union	General News	Austrian Federal Ministry of Transport, Innovation and Technology	webnews	https://www.bmk.gv.at/en.html	47.2000338	13.199959
Regional	Portugal	PT	Portuguese	pt	regiaodeleiria	European Union	General News	Região de Leiria	webnews	http://www.regiaodeleiria.pt/	39.75543705	-8.85637106197953
National	USA	US	English	en	news-uci	North America	General News	UCI News	webnews	http://news.uci.edu/	39.7837304	-100.4458825
National	USA	US	English	en	nbcbayarea	North America	General News	NBC Bay Area	webnews	http://www.nbcbayarea.com/	37.3818331	-121.9235183
International	United Kingdom	GB	Arabic	ar	alarab-arabic	Europe Other	General News	The arab weekly	webnews	https://alarab.co.uk/	54.702354500000006	-3.2765752999999997
National	Belgium	BE	English	en	inform-index	European Union	General News	migration NGO - inform	webnews	http://www.inform-index.org/	50.6402809	4.666714499999999
National	USA	US	English	en	cbpp	North America	General News	Center on Budget and Policy Priorities	webnews	http://www.cbpp.org/	39.7837304	-100.4458825
National	Australia	AU	English	en	thefifthestate-au	Oceania	General News	The Fifth Estate	webnews	https://www.thefifthestate.com.au/	-19.2806872	146.8135283
National	United Kingdom	GB	English	en	nature-tpj	Europe Other	General News	Nature - The Pharmacogenomics Journal	webnews	https://www.nature.com/tpj/	54.702354500000006	-3.2765752999999997
National	Brazil	BR	Portuguese	pt	brasilalemanhanews	South America	General News	BrasilAlemanha	webnews	http://www.brasilalemanhanews.com.br/	-10.333333300000001	-53.2
National	Argentina	AR	Spanish	es	pambianconews	South America	General News	pambianconews	webnews	https://www.pambianconews.com/	-34.9964963	-64.9672817
National	Romania	RO	Romanian	ro	bzf	European Union	General News	Bună Ziua Făgăraș	webnews	https://www.bunaziuafagaras.ro/	45.98521289999999	24.6859225
National	Romania	RO	Romanian	ro	bzb	European Union	General News	Buna ziua Brasov	webnews	http://www.bzb.ro/	46.7498055	23.598461899999997
National	Hungary	HU	Hungarian	hu	mfor-hu	European Union	General News	mfor.hu - Menedzsment Fórum	webnews	https://mfor.hu/	47.1817585	19.5060937
International	USA	US	English	en	al-monitor	North America	General News	Al-Monitor: The Pulse of the Middle East	webnews	https://www.al-monitor.com/pulse/home.html	39.7837304	-100.4458825
National	Austria	AT	English	en	climate-kic	European Union	General News	climate-kic	webnews	https://www.climate-kic.org/news-insights/	47.2000338	13.199959
National	Vietnam	VN	Vietnamese	vi	24h-com	Asia	General News	24h-com -  Vietnam	webnews	https://www.24h.com.vn/	10.8753844	106.7993009
Regional	Spain	ES	Spanish	es	elvenezolanonews	European Union	General News	Diario El Venezolano	webnews	http://elvenezolanonews.com/	39.3262345	-4.838064900000001
National	Latvia	LV	English	en	liepu	European Union	General News	Latviešu valodas aģentūra	webnews	https://www.liepu.lv/lv	56.8406494	24.7537645
National	Ukraine	UA	Russian	ru	marsovet-ru	Europe Other	General News	Мариупольский городской совет	webnews	http://marsovet.org.ua/	47.12869795	37.586507028054406
National	Georgia	GE	Georgian	ka	primetime	Asia	General News	primetime	webnews	http://primetime.ge/	41.6809707	44.02873820000001
National	Romania	RO	Romanian	ro	jandarmeriaromana	European Union	General News	Jandarmeria Romana	webnews	http://www.jandarmeriaromana.ro/	44.50828575	26.066903717706033
National	Netherlands	NL	Dutch	nl	refdag	European Union	General News	Reformatorisch Dagblad	webnews	https://www.rd.nl/	52.500169799999995	5.7480820999999995
National	USA	US	English	en	thegardenisland	North America	General News	Huelva24	webnews	http://thegardenisland.com/	39.7837304	-100.4458825
National	Greece	GR	Modern Greek (1453-)	el	ecozen	European Union	General News	ecozen	webnews	https://ecozen.gr/	38.995368299999996	21.987713199999998
National	Palestine, State of	PS	Arabic	ar	amin	Middle East	General News	AMIN - Arabic Media Internet Network	webnews	http://www.amin.org/	31.94696655	35.27386547291496
National	United Kingdom	GB	English	en	nature-nrmicro	Europe Other	General News	Nature - Reviews Microbiology	webnews	https://www.nature.com/nrmicro/	54.702354500000006	-3.2765752999999997
National	Germany	DE	English	en	boell-en	European Union	General News	migration NGO3 - Heinrich Böll Foundation	webnews	https://www.boell.de/en	51.0834196	10.4234469
National	Nepal	NP	English	en	kathmandupost	Asia	General News	Kathmandu Post	webnews	http://kathmandupost.ekantipur.com/	27.708316999999997	85.3205817
National	Luxemburg	LU	French	fr	paperjam	European Union	General News	paperJam	webnews	https://paperjam.lu/	49.8158683	6.1296751
National	United Kingdom	GB	English	en	thisisnottingham	Europe Other	General News	This is Nottingham	webnews	http://www.thisisnottingham.co.uk/home	52.92857365	-1.2161570844021679
National	Germany	DE	German	de	tageblatt-de	European Union	General News	Tageblatt	webnews	http://www.tageblatt.de/	53.47527120000001	9.6969412
National	Germany	DE	German	de	berliner-zeitung	European Union	General News	Berliner Zeitung	webnews	https://www.berliner-zeitung.de/	52.471610600000005	13.4605893
Local	Spain	ES	Spanish	es	diariodeibiza	European Union	General News	Diario de Ibiza	webnews	http://www.diariodeibiza.es/	38.90937815	1.421237213170544
National	Italy	IT	English	en	laimomo	European Union	General News	migration NGO - Lai-momo Cooperative	webnews	https://www.laimomo.it/	42.6384261	12.674297
National	South Korea	KR	Korean	ko	econonews	Asia	General News	Econo news	webnews	http://www.econonews.co.kr/	36.638391999999996	127.69611880000001
National	Italy	IT	Italian	it	tempostretto	European Union	General News	tempo stretto	webnews	http://www.tempostretto.it/	42.6384261	12.674297
National	Italy	IT	Italian	it	9colonne-it	European Union	General News	9Colonne | Agenzia giornalistica	webnews	https://www.9colonne.it/	42.6384261	12.674297
National	China	CN	Chinese	zh	163	Asia	General News	163	webnews	http://www.163.com	46.7265802	82.8946781
National	Serbia	RS	Serbian	sr	danas	EU Candidate	General News	danas (Serbian - latin alphabet)	webnews	https://www.danas.rs/	44.153412100000004	20.55144
National	Lithuania	LT	Lithuanian	lt	klaipeda	European Union	General News	klaipeda Diena	webnews	http://klaipeda.diena.lt/	55.350000300000005	23.7499997
National	Austria	AT	German	de	bvz	European Union	General News	BVZ - Die Burgenländische Volkszeitung Online	webnews	http://www.bvz.at/	47.2000338	13.199959
National	Germany	DE	German	de	dekoder	European Union	General News	dekoder	webnews	https://www.dekoder.org/	51.0834196	10.4234469
National	Hungary	HU	Hungarian	hu	mnnsz	European Union	General News	mnnsz	webnews	https://www.mnnsz.hu/	47.1817585	19.5060937
National	Jordan	JO	English	en	petra-en	Middle East	General News	Petra	webnews	http://petra.gov.jo/Public/Main_english.aspx?lang=2&site_id=1	30.327397499999996	35.4464006
National	Nigeria	NG	English	en	peoplesdaily-online	Africa	General News	Peoples Daily Newspaper	webnews	http://www.peoplesdaily-online.com/	9.6000359	7.999972099999999
National	Netherlands	NL	Dutch	nl	vluchtelingenwerk	European Union	General News	migration NGO - Dutch Council for Refugees	webnews	https://www.vluchtelingenwerk.nl/	52.500169799999995	5.7480820999999995
National	Ireland	IE	English	en	waterford-news	European Union	General News	Waterford News and Star	webnews	http://www.waterford-news.ie/	52.865196	-7.9794599
National	Greece	GR	Modern Greek (1453-)	el	lesvosnews	European Union	General News	Lesvosnews	webnews	http://www.lesvosnews.net/	38.995368299999996	21.987713199999998
National	Romania	RO	English	en	mipex	European Union	General News	migration NGO - mipex	webnews	http://www.mipex.eu/	45.98521289999999	24.6859225
National	Tuvalu	TV	Chinese	zh	kaixian	Asia	General News	kaixian	webnews	http://www.kaixian.tv/	-8.6405212	179.1582918181797
National	USA	US	English	en	valuewalk	North America	General News	ValueWalk - Breaking news and in-depth analysis on everything hedge funds and value investing	webnews	https://www.valuewalk.com/	39.7837304	-100.4458825
National	USA	US	English	en	gmfus	North America	General News	The German Marshal Fund of the United States	webnews	http://www.gmfus.org/	39.7837304	-100.4458825
National	Romania	RO	Romanian	ro	actualitateaprahoveana	European Union	General News	Actualitatea Prahoveană	webnews	http://www.actualitateaprahoveana.ro/	45.98521289999999	24.6859225
Regional	Netherlands	NL	Dutch	nl	icct-nl	European Union	General News	International Centre for Counter-Terrorism - ICCT	webnews	https://icct.nl/	52.500169799999995	5.7480820999999995
National	Zimbabwe	ZW	English	en	voazimbabwe	Africa	General News	voazimbabwe	webnews	https://www.voazimbabwe.com/	-18.4554963	29.746841399999997
International	Argentina	AR	Spanish	es	clarin	South America	General News	Clarín - Argentina	webnews	http://www.clarin.com/	-34.9964963	-64.9672817
Regional	Spain	ES	Spanish	es	elperiodicodearagon	European Union	General News	El Periódico de Aragón. Noticias de Aragón, Zaragoza, Huesca y Teruel.	webnews	https://www.elperiodicodearagon.com/	39.3262345	-4.838064900000001
Local	Italy	IT	Italian	it	metronews	European Union	General News	Metro news	webnews	http://www.metronews.it/	42.6384261	12.674297
National	Ukraine	UA	Russian	ru	novosti	Europe Other	General News	novosti  (Donyestsk)	webnews	http://novosti.dn.ua/	49.4871968	31.2718321
National	USA	US	English	en	trackingterrorism	North America	General News	trackingterrorism	webnews	https://www.trackingterrorism.org/	39.7837304	-100.4458825
National	Bulgaria	BG	Bulgarian	bg	btv	European Union	General News	bTV (Bulgaria)	webnews	http://www.btv.bg/	42.6073975	25.4856617
National	USA	US	English	en	misinfocon	North America	General News	misinfocon	webnews	https://misinfocon.com/	39.7837304	-100.4458825
Local	Italy	IT	Italian	it	prealpina	European Union	General News	La Prealpina	webnews	https://www.prealpina.it/	45.4768018	9.2026388
National	Austria	AT	German	de	heute-AT	European Union	General News	Heute - Österreichs neue Tageszeitung	webnews	https://www.heute.at/	47.2000338	13.199959
National	United Kingdom	GB	English	en	nature-nchem	Europe Other	General News	Nature - Chemistry	webnews	https://www.nature.com/nchem/	54.702354500000006	-3.2765752999999997
National	Finland	FI	Finnish	fi	maaseuduntulevaisuus	European Union	General News	Maaseudun Tulevaisuus	webnews	https://www.maaseuduntulevaisuus.fi/	63.2467777	25.9209164
National	United Kingdom	GB	English	en	ekurd	Europe Other	General News	KurdNet	webnews	https://ekurd.net/	54.702354500000006	-3.2765752999999997
National	Hungary	HU	Hungarian	hu	vaol	European Union	General News	vaol	webnews	http://vaol.hu/	47.1817585	19.5060937
National	Germany	DE	English	en	cen-eu	European Union	General News	CEN - European Committee for Standardisation	webnews	https://www.cen.eu/Pages/default.aspx	51.0834196	10.4234469
National	Canada	CA	English	en	theglobeandmail	North America	General News	The Globe and Mail	webnews	http://www.theglobeandmail.com	43.7411755	-79.41490870000001
National	Italy	IT	Italian	it	lentepubblica	European Union	General News	l'ente pubblica	webnews	https://www.lentepubblica.it/	42.6384261	12.674297
National	Lebanon	LB	Arabic	ar	almanar	Middle East	General News	Al Manar (arabic)	webnews	http://www.almanar.com.lb/main.php	33.875062899999996	35.843409
National	Belgium	BE	Dutch	nl	demorgen	European Union	General News	demorgen	webnews	https://www.demorgen.be/	50.6402809	4.666714499999999
National	Germany	DE	English	en	siemens	European Union	General News	siemens	webnews	https://new.siemens.com/global/en.html	48.82490479999999	9.092212361343966
National	United Kingdom	GB	English	en	nature-natrevphys	Europe Other	General News	Nature -  reviews physics	webnews	https://www.nature.com/natrevphys	54.702354500000006	-3.2765752999999997
National	Russia	RU	Russian	ru	agentura-ru	Asia	General News	Agentura - Russian	webnews	http://www.agentura.ru	64.6863136	97.7453061
National	Australia	AU	English	en	knowridge	Oceania	General News	knowridge	webnews	https://knowridge.com/	-24.7761086	134.755
National	Malaysia	MY	Tamil	ta	semparuthi	Asia	General News	Semparuthi	webnews	http://www.semparuthi.com/	4.5693754	102.2656823
National	Romania	RO	Romanian	ro	aradon	European Union	General News	aradon	webnews	https://www.aradon.ro/	45.98521289999999	24.6859225
National	Moldova	MD	Romanian	ro	infoprut	Europe Other	General News	InfoPrut	webnews	http://infoprut.ro/	47.28796079999999	28.5670941
National	Italy	IT	Italian	it	radiosubasio	European Union	General News	055Firenze	webnews	https://www.radiosubasio.it/	42.6384261	12.674297
National	Sweden	SE	Swedish	sv	butikstrender	European Union	General News	Butikstrender	webnews	http://www.butikstrender.se/	59.67497120000001	14.5208584
National	Ukraine	UA	Russian	ru	zn-ua	Europe Other	General News	ZN	webnews	https://zn.ua/	50.4485461	30.527281356466336
National	Bulgaria	BG	Bulgarian	bg	blagoevgrad	European Union	General News	Blagoevgrad	webnews	http://www.blagoevgrad.eu/	41.7502235	23.487047631287865
International	France	FR	French	fr	lefigaro	European Union	General News	Le Figaro	webnews	http://www.lefigaro.fr/	48.8726271	2.337146206296788
National	United Kingdom	GB	English	en	dataguidance	Europe Other	General News	Data Guidance	webnews	https://www.dataguidance.com/	54.702354500000006	-3.2765752999999997
International	Germany	DE	German	de	zeit	European Union	General News	zeit	webnews	http://www.zeit.de/index	51.0981499	7.044529600000001
National	Slovakia	SK	Italian	it	buongiornoslovacchia	European Union	General News	Buongiorno Slovacchia	webnews	http://www.buongiornoslovacchia.sk/	48.38897715	17.589931260480782
National	Italy	IT	Italian	it	raiscuola	European Union	General News	Rai scuola	webnews	http://www.raiscuola.rai.it/	42.6384261	12.674297
National	Hungary	HU	Hungarian	hu	ridikul-hu	European Union	General News	Címlap | Ridikül	webnews	https://ridikul.hu/	47.1817585	19.5060937
National	Ireland	IE	English	en	offalyindependent	European Union	General News	Offaly Independent	webnews	http://www.offalyindependent.ie/	52.865196	-7.9794599
National	USA	US	English	en	fairwarning	North America	General News	FairWarning	webnews	https://www.fairwarning.org/	39.7837304	-100.4458825
National	USA	US	English	en	energypolicy	North America	General News	Columbia SIPA Center on Global Energy Policy	webnews	http://energypolicy.columbia.edu/	39.7837304	-100.4458825
National	Togo	TG	French	fr	manationtogo	Africa	General News	Ma nation TOGO	webnews	http://manationtogo.com/	8.7800265	1.0199764999999998
National	Germany	DE	German	de	heise	European Union	General News	Heise	webnews	http://www.heise.de/	53.4012839	8.698101600000001
National	Sweden	SE	Swedish	sv	bra	European Union	General News	Brå	webnews	http://www.bra.se/	59.606924600000006	17.8709376
Local	Italy	IT	Italian	it	controradio	European Union	General News	controradio	webnews	http://www.controradio.it/	42.6384261	12.674297
Regional	Netherlands	NL	Dutch	nl	stellingwerf	European Union	General News	Stellingwerf	webnews	https://stellingwerf.nl/	52.7207174	5.7390517999999995
National	Spain	ES	Spanish	es	elconfidencialdigital	European Union	General News	elc onfidencial digital	webnews	https://www.elconfidencialdigital.com/	39.3262345	-4.838064900000001
National	Czech Republic	CZ	Czech	cs	policie-cz	European Union	General News	Policie České republiky	webnews	http://www.policie.cz/	49.2253775	17.672285945739446
National	Italy	IT	Italian	it	articolo21	European Union	General News	Articolo 21	webnews	https://www.articolo21.org/	40.665877200000004	16.6091882
National	Thailand	TH	English	en	pattayatoday	Asia	General News	Pattaya Today Newspaper	webnews	https://pattayatoday.net/	14.8971921	100.83273
International	USA	US	English	en	ABCnews	North America	General News	ABC News	webnews	http://abcnews.go.com/	37.0709056	-76.4943308
National	Poland	PL	Polish	pl	ncbj.pl	European Union	General News	Narodowe Centrum Badań Jądrowych	webnews	http://www.ncbj.gov.pl	52.12345775	21.34014702859933
National	Mexico	MX	Spanish	es	tiempo-mx	North America	General News	Tiempo	webnews	http://www.tiempo.com.mx/	17.08057735	-96.71526035
National	Italy	IT	Italian	it	secondowelfare	European Union	General News	Secondo Welfare	webnews	http://secondowelfare.it/	42.6384261	12.674297
National	Italy	IT	Italian	it	lavoce-info	European Union	General News	lavoceinfo	webnews	https://www.lavoce.info/	42.6384261	12.674297
National	Denmark	DK	Danish	da	BT-dk	European Union	General News	BT	webnews	http://www.bt.dk	55.6928608	12.599262199999998
National	Bulgaria	BG	Bulgarian	bg	nsgp	European Union	General News	Bulgarian Border Police	webnews	https://www.mvr.bg/gdgp	42.6073975	25.4856617
National	Brazil	BR	English	en	vale	South America	General News	vale	webnews	http://www.vale.com/brasil/en/Pages/default.aspx	-20.272262	-40.250860009407184
National	St. Lucia	LC	English	en	thevoiceslu	Central America	General News	The Voice	webnews	http://www.thevoiceslu.com/	14.0142322	-60.98688046334031
National	Belgium	BE	English	en	scar-europe	European Union	General News	SCAR - Standing Committee on Agricultural Research	webnews	https://scar-europe.org/	50.6402809	4.666714499999999
National	Hungary	HU	Hungarian	hu	blikk	European Union	General News	Blikk	webnews	http://www.blikk.hu/	47.1817585	19.5060937
Regional	Italy	IT	Italian	it	valsassinanews	European Union	General News	Valsassina news	webnews	http://www.valsassinanews.com/	42.6384261	12.674297
National	Slovakia	SK	Hungarian	hu	ujszo	European Union	General News	Új Szó Online	webnews	http://ujszo.com/	48.74115220000001	19.4528646
National	Sweden	SE	Swedish	sv	lysekilsposten	European Union	General News	lysekilsposten	webnews	http://www.lysekilsposten.se/	59.67497120000001	14.5208584
National	Hungary	HU	Hungarian	hu	kisalfold	European Union	General News	kisalfold.hu - A címoldalon	webnews	http://www.kisalfold.hu	47.1817585	19.5060937
National	USA	US	English	en	AthensNews	North America	General News	Athens News	webnews	http://www.athensnews.com/	39.7837304	-100.4458825
National	Bulgaria	BG	Bulgarian	bg	eurochicago	European Union	General News	Euro Chicago	webnews	http://www.eurochicago.com/	42.6073975	25.4856617
National	Belarus	BY	Russian	ru	bpc	Europe Other	General News	BDG bpc	webnews	http://www.bpc.by/	53.4250605	27.6971358
National	Thailand	TH	Thai	th	tnnthailand	Asia	General News	tnnthailand	webnews	https://www.tnnthailand.com/home	14.8971921	100.83273
National	Spain	ES	Spanish	es	culturaydeporte	European Union	General News	Portada de la web del Ministerio de Cultura y Deporte	webnews	http://www.culturaydeporte.gob.es/portada.html	39.3262345	-4.838064900000001
National	Portugal	PT	Portuguese	pt	observador	European Union	General News	Observador	webnews	https://observador.pt/	38.7546059	-9.188124199999999
National	France	FR	French	fr	ladepeche	European Union	General News	Ladépêche	webnews	http://www.ladepeche.fr/	46.603353999999996	1.8883334999999999
National	Australia	AU	English	en	bom	Oceania	General News	Bureau of Meteorology	webnews	http://www.bom.gov.au/	-34.92125925000001	138.6216817176966
